conv_layer_no,dropout_rate,output,true_val,setting,input_range
0,0.1,"[-0.98595107, -0.9780096, -0.97629976, -1.0081537, -0.92792565, -0.9691782, -0.98875785, -1.002775, -0.97855604, -0.9999454, -0.9687264, -1.0233698, -1.0328587, -0.9982257, -1.0054798, -1.0042696, -0.9862641, -1.0086972, -1.0022709, -1.0056422, -1.0129603, -0.96405226, -1.0092895, -1.0125757]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-1.0242778, -0.95514125, -0.8604172, -0.93102354, -0.90727466, -0.9845891, -0.90884423, -1.0202461, -0.92225623, -1.0052519, -1.0163451, -0.9047024, -0.9745048, -0.9920639, -0.9700684, -0.9630769, -1.0320611, -0.92813027, -1.0477421, -1.034031, -0.9445939, -1.060104, -0.9663062, -1.0014645]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.98375916, -0.8713304, -0.83885187, -0.9493864, -0.96300304, -0.9397088, -0.92642075, -1.0148762, -0.9744123, -0.9320903, -1.0156907, -0.92481595, -0.9817699, -0.92370397, -0.97490287, -0.9509077, -1.0147022, -0.9745474, -1.0324945, -1.0739796, -0.977656, -0.9741372, -0.9570415, -1.0064863]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.9592544, -1.0026957, -0.81686145, -0.8851275, -1.0083364, -0.9885148, -0.9002882, -1.0338292, -1.013253, -0.9512762, -1.0342547, -1.0208613, -1.0386554, -0.95665395, -1.0058311, -1.0448375, -1.0674624, -1.1086228, -1.0651617, -1.0710996, -0.9463412, -1.0225384, -0.9907321, -1.0089736]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-1.002898, -1.0201052, -0.97441554, -1.0405303, -0.97160435, -0.9711569, -0.92862207, -0.99886537, -1.0163099, -0.96598047, -0.9716915, -1.0077453, -0.9693332, -0.9965248, -1.0381583, -1.0972911, -1.0498561, -1.1009797, -1.1376903, -1.0563432, -0.9842552, -1.0952549, -1.0821639, -1.1010773]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.8805529, -0.9207301, -0.9125206, -0.9218215, -0.961975, -1.010831, -1.0541596, -1.084675, -1.0765853, -1.0430225, -1.0684317, -0.94805276, -1.0395473, -1.0278875, -0.9876529, -1.0062063, -1.0585718, -1.033903, -1.0179343, -1.1008028, -1.0292735, -1.0567305, -0.9435656, -0.9554395]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-1.0169827, -0.93670857, -0.9166282, -0.97208774, -1.0160081, -0.99835026, -1.0180418, -0.97214437, -1.0037895, -1.0144113, -1.0222188, -1.0262704, -1.0506653, -0.98759925, -1.0328087, -1.0937991, -1.0215559, -1.0966471, -1.0104445, -1.1145269, -1.0042717, -1.0387337, -1.2030051, -0.9778694]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.955556, -0.9790615, -0.90518963, -1.0035293, -0.8881459, -0.8831664, -0.91332567, -1.0065587, -0.99326, -1.0531567, -0.9812542, -0.88554, -1.0049676, -1.0106666, -1.0138321, -0.94300854, -1.0086515, -1.0402796, -1.0245959, -1.0427991, -0.8994434, -1.0065625, -1.0094877, -0.9212442]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.9647987, -1.0281823, -0.8438109, -1.0186259, -1.0342407, -0.9603604, -1.0275189, -0.9959732, -0.9518222, -1.0424992, -1.056873, -1.0640073, -1.0643363, -1.0432801, -1.042399, -0.94528973, -1.0696651, -1.0632999, -1.0386544, -0.99402666, -0.99908006, -1.0315399, -1.0155176, -0.97707343]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
0,0.1,"[-0.9076488, -0.844817, -0.8854574, -0.95025176, -0.95235413, -0.81118894, -0.979939, -0.9811455, -0.95818883, -0.9707014, -1.0679775, -0.98923147, -0.97156036, -1.027809, -1.1096373, -1.0567306, -0.95703846, -1.0850728, -0.8696178, -1.0343728, -0.9959892, -1.0606384, -1.0355519, -0.9898306]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.1,"[0, 1]"
