conv_layer_no,mean,sigma,output,true_val,setting,input_range
0,0,0.0,"[-0.86095226, -0.8425504, -0.86755884, -0.85447717, -0.8548243, -0.83935696, -0.9691034, -0.97164404, -1.0082225, -0.96167165, -0.8985654, -1.0003906, -0.9875656, -0.9793846, -0.97220105, -0.9044486, -0.89063126, -0.89984506, -0.8858965, -0.85429764, -0.88396996, -0.8818438, -0.87358546, -0.8697026]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.84008396, -0.84740883, -0.8377748, -0.837366, -0.83189017, -0.8258863, -0.96056134, -0.9860894, -1.0131975, -0.913569, -0.89655715, -0.9847172, -0.974207, -0.96372736, -0.9558236, -0.9088108, -0.8983332, -0.90947044, -0.8082105, -0.8464439, -0.87366015, -0.8747246, -0.8652846, -0.8590863]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8517625, -0.857691, -0.8516843, -0.8543645, -0.85726076, -0.8403794, -0.98688585, -0.9784479, -0.9989869, -0.9555012, -0.9277504, -0.99681836, -0.9862701, -0.976237, -0.9692336, -0.9091228, -0.8802772, -0.901499, -0.93081415, -0.809289, -0.8986042, -0.8878509, -0.87876534, -0.8726735]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8660277, -0.8357931, -0.8599042, -0.8438307, -0.85306716, -0.8209024, -0.94288456, -0.9497467, -0.9833413, -0.93951297, -0.926725, -0.9905388, -0.98042685, -0.97021616, -0.961635, -0.8689891, -0.87351346, -0.91813505, -0.8817606, -0.81581724, -0.8967608, -0.8906861, -0.88102883, -0.87384087]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.87621474, -0.8631067, -0.8741899, -0.8489926, -0.8606246, -0.8451756, -0.9615994, -0.96563154, -1.0090603, -0.9467909, -0.97377205, -0.99133533, -0.9863513, -0.98012495, -0.9744668, -0.9130499, -0.89041084, -0.9217116, -0.92585915, -0.85947305, -0.8862315, -0.8827184, -0.879275, -0.87447965]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8867711, -0.85322887, -0.8277772, -0.83934206, -0.8603425, -0.8290547, -0.9602216, -0.97841823, -0.99829394, -0.9342689, -0.8848074, -0.98257774, -0.9719475, -0.9627706, -0.954533, -0.88639075, -0.9056131, -0.92860013, -0.8825968, -0.8850682, -0.8806837, -0.8814834, -0.87285537, -0.86677545]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8642403, -0.8493, -0.84218794, -0.8456288, -0.8383984, -0.8344062, -0.95964104, -0.9659402, -0.9931995, -0.8883732, -0.97657186, -1.0038545, -0.9883483, -0.97688407, -0.9710939, -0.8997268, -0.8951666, -0.91775024, -0.8284308, -0.8957778, -0.89413196, -0.8836073, -0.87100315, -0.8678716]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8586017, -0.85637087, -0.86280817, -0.86005574, -0.85297996, -0.84495795, -0.9621744, -0.9724542, -0.9938081, -0.8904037, -0.94927293, -0.9963879, -0.98173064, -0.97620004, -0.9676222, -0.86790043, -0.88378036, -0.91871, -0.8812591, -0.8792315, -0.8839399, -0.88608915, -0.88305354, -0.87651813]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.85011965, -0.8268703, -0.82087123, -0.8433142, -0.8426979, -0.82713276, -0.9688243, -0.982747, -0.986245, -0.9637745, -0.9547938, -0.97872275, -0.974106, -0.96387225, -0.9587246, -0.8946467, -0.8857478, -0.9005403, -0.8013852, -0.90805906, -0.88246083, -0.8748118, -0.8662238, -0.8627099]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.87540144, -0.8487363, -0.8338087, -0.8347975, -0.8386126, -0.82473856, -0.9512595, -0.9967236, -0.98949164, -0.89625674, -1.014636, -0.99485415, -0.98075706, -0.9708811, -0.96192473, -0.8872144, -0.9194191, -0.9092114, -0.9102026, -0.89941394, -0.87294465, -0.872348, -0.8645263, -0.85782844]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.85550743, -0.84454924, -0.8314362, -0.82946175, -0.8293524, -0.82602084, -0.9580764, -0.964467, -0.9871617, -0.96420956, -0.94192195, -0.98668355, -0.9775345, -0.9688255, -0.9637304, -0.90474397, -0.88838685, -0.9057716, -0.9138077, -0.88002795, -0.88018566, -0.8767685, -0.86740196, -0.86361116]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8753487, -0.84068173, -0.85032165, -0.8529777, -0.84621483, -0.8418107, -0.96076316, -0.9692731, -0.9938497, -0.8900007, -0.89879787, -1.0004588, -0.9930696, -0.9835264, -0.97508997, -0.8927207, -0.91226304, -0.91701823, -0.9175686, -0.86194944, -0.8925105, -0.8856403, -0.8774184, -0.87101114]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.8853227, -0.8586407, -0.8494077, -0.8596184, -0.87170845, -0.8410519, -0.96920896, -0.9761148, -0.99763614, -0.994724, -0.9277759, -0.99006337, -0.9888417, -0.97832054, -0.9702477, -0.9127882, -0.8822987, -0.9210939, -0.9233742, -0.8001017, -0.88993084, -0.8852798, -0.8758532, -0.87011945]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0,0.0,"[-0.84199166, -0.83622265, -0.8099354, -0.82180756, -0.81783587, -0.8212858, -0.9455412, -0.9537113, -0.99064785, -0.9086279, -0.9265598, -0.97638774, -0.97067183, -0.9620943, -0.9578207, -0.86102605, -0.88627005, -0.90456223, -0.86969376, -0.83500624, -0.87329566, -0.8677591, -0.8616343, -0.8581185]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
