conv_layer_no,dropout_rate,output,true_val,setting,input_range
0,0.0,"[-0.92614096, -0.9106928, -0.9152299, -0.9137139, -0.92005914, -0.92405885, -0.89349425, -0.9084515, -0.8953005, -0.91268533, -0.91000986, -0.91222423, -0.91781616, -0.8996015, -0.9117408, -0.8953802, -0.92471457, -0.91747385, -0.92290074, -0.90653706, -0.9114495, -0.9197408, -0.9140783, -0.9253954]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9258452, -0.9274928, -0.92711776, -0.92279667, -0.9296415, -0.9335577, -0.8917843, -0.9035539, -0.8906598, -0.9076744, -0.9139713, -0.90617985, -0.91299474, -0.90717304, -0.91030145, -0.88064533, -0.9219296, -0.90019155, -0.9088954, -0.8951431, -0.9206148, -0.9097935, -0.9059272, -0.9162239]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9245494, -0.9234179, -0.94109476, -0.92918605, -0.93314475, -0.9367188, -0.9170781, -0.9122282, -0.9129407, -0.9130684, -0.9163236, -0.9112121, -0.90689075, -0.9015076, -0.91547894, -0.8909388, -0.92934954, -0.93346983, -0.90380055, -0.9237414, -0.92833847, -0.907155, -0.9124709, -0.92155176]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9606393, -0.9405759, -0.9295993, -0.9374504, -0.94000906, -0.94459283, -0.90099317, -0.9141783, -0.91936755, -0.9259408, -0.92561156, -0.9235223, -0.9167552, -0.902678, -0.9236736, -0.9050378, -0.9380278, -0.9206374, -0.93166316, -0.925809, -0.92998093, -0.9241564, -0.91723937, -0.92650217]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.92102516, -0.9263299, -0.9226942, -0.91912484, -0.9296583, -0.9335348, -0.90410924, -0.90400004, -0.8891148, -0.89624774, -0.9078049, -0.9102101, -0.91647935, -0.8885221, -0.91118234, -0.8989371, -0.9214773, -0.9136465, -0.9231433, -0.90048856, -0.92545384, -0.9195722, -0.9136044, -0.923048]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.92849725, -0.9316268, -0.9260875, -0.9184845, -0.9232104, -0.92897, -0.8953329, -0.9098841, -0.9113755, -0.9099259, -0.9090008, -0.90146637, -0.9005344, -0.8901119, -0.91333187, -0.88330233, -0.9225609, -0.92633635, -0.887761, -0.8960709, -0.9114358, -0.9045024, -0.910919, -0.9209991]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.92763615, -0.93315864, -0.9130311, -0.9223152, -0.9293601, -0.9316825, -0.91584927, -0.91745335, -0.9118007, -0.91313845, -0.9218042, -0.90856045, -0.922086, -0.9071035, -0.91644645, -0.9068518, -0.93156266, -0.916787, -0.9354319, -0.9224097, -0.9339365, -0.91201365, -0.91566396, -0.9253425]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9343666, -0.9274686, -0.9329667, -0.9297233, -0.9339211, -0.9374272, -0.9010445, -0.91207296, -0.9080885, -0.9141299, -0.9162663, -0.92287946, -0.9165313, -0.9165189, -0.91561073, -0.89966136, -0.9415499, -0.91968524, -0.91575086, -0.9139643, -0.9395446, -0.91614646, -0.9172271, -0.9288237]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9429306, -0.9437565, -0.92900693, -0.9295752, -0.9318542, -0.9359704, -0.88213533, -0.9138648, -0.90847045, -0.9075328, -0.91185915, -0.9101751, -0.9128974, -0.88679343, -0.9126542, -0.8945569, -0.9333664, -0.9127341, -0.900241, -0.9072171, -0.925621, -0.91206074, -0.91238236, -0.922721]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
0,0.0,"[-0.9343306, -0.92625964, -0.91616863, -0.9283843, -0.93165064, -0.93823063, -0.88578445, -0.9011168, -0.8970945, -0.9033584, -0.9119337, -0.9123759, -0.9018515, -0.89072424, -0.9097839, -0.89472914, -0.9183365, -0.911573, -0.8895494, -0.92023027, -0.90756536, -0.9165499, -0.9109612, -0.9200356]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0,"[0, 1]"
