conv_layer_no,dropout_rate,output,true_val,setting,input_range
0,0.2,"[-0.9181633, -0.9950996, -0.95378053, -0.9132242, -0.94886285, -1.0465543, -0.9463277, -0.9184566, -0.9101583, -0.98713225, -0.9833684, -1.0023615, -0.928072, -1.0128102, -0.8497709, -0.9739789, -0.93467486, -0.9614403, -0.96421206, -0.97700286, -0.99160606, -0.94383913, -1.0135328, -0.8971176]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-0.9847356, -0.9546439, -1.0348139, -0.9355794, -0.92039984, -0.9145173, -0.94658655, -0.94750994, -0.98375016, -1.0124078, -0.9217741, -0.9634206, -0.9119148, -0.8660598, -1.0165706, -0.9401361, -0.9054292, -0.923124, -0.9915437, -1.0007844, -0.7607883, -1.0020313, -0.8865326, -0.8914627]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-1.0227395, -0.9302088, -0.8904549, -0.92345655, -0.96240413, -0.897031, -0.9163374, -0.93543684, -0.9396924, -0.9593548, -0.92887545, -0.9076077, -0.97397006, -0.8978694, -0.9245148, -0.9818302, -0.9502333, -0.9306993, -0.89729774, -0.9150549, -1.0124298, -0.874264, -0.92532873, -0.891777]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-1.0367463, -1.0520289, -0.9780371, -0.96863234, -0.96071565, -1.0186847, -0.97675866, -0.9325148, -0.8962483, -0.9422701, -0.9859071, -1.0123873, -0.9775748, -0.92996365, -0.9553927, -0.94833803, -0.9881543, -0.98782176, -0.9018285, -0.9743885, -0.93025565, -0.97479963, -0.92060256, -0.9555757]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-1.0049379, -1.0507329, -1.0456618, -0.9419353, -1.0459287, -0.9760873, -0.9201194, -0.95527405, -0.9375197, -0.9820871, -0.93067783, -0.9680357, -0.9302683, -0.8980174, -0.9790622, -0.92792237, -0.9637365, -0.9871292, -0.9896319, -0.99280727, -0.9218205, -0.9756049, -0.9507417, -0.95357347]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-0.96048504, -0.853869, -0.87199396, -0.8516452, -0.87504023, -0.8648263, -0.96109724, -0.94822216, -1.0199436, -0.96830446, -0.99402094, -0.9507523, -0.9391585, -0.9663734, -0.97131085, -0.89231306, -0.95765114, -0.8526246, -0.9332795, -0.93779683, -0.959432, -0.862636, -0.8907811, -0.91664124]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-1.0218377, -0.9154794, -0.8969286, -0.89908504, -0.8730953, -0.9113206, -0.961637, -0.9937359, -0.9526597, -0.9524336, -0.93884826, -0.914211, -0.90709925, -0.9552578, -1.0001198, -0.8915261, -0.88835967, -0.9459728, -0.8869566, -0.94476885, -0.97687435, -0.95977247, -0.910487, -0.94162047]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-0.9615653, -0.94249964, -0.98520035, -0.93612444, -0.99729633, -0.9657751, -0.9737396, -0.83634925, -0.98207444, -0.9675136, -0.9563418, -0.99589336, -0.9389301, -0.8938286, -0.8420664, -0.94208837, -0.96313083, -0.9220389, -0.8776084, -0.9322361, -0.9745605, -0.86758196, -0.8662096, -0.90645456]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-0.9842842, -0.85744596, -0.9509903, -0.8917907, -1.0197433, -0.903637, -0.88793164, -0.9160459, -0.9723925, -0.9658638, -1.005018, -0.8813391, -0.9303972, -0.9440724, -0.9125721, -0.93975675, -0.98983514, -0.94342804, -0.92135334, -0.9071031, -0.95309633, -0.9510291, -0.86041963, -0.88033307]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
0,0.2,"[-1.017831, -0.9785224, -0.9403616, -0.995608, -0.8888723, -1.0539287, -0.9132496, -0.9554253, -0.97540057, -0.9871056, -1.0031427, -0.94942135, -0.929072, -0.94258595, -1.0014608, -0.9279558, -0.9431025, -0.9860012, -0.88728344, -0.922521, -1.0092564, -0.96092784, -0.9220601, -0.9310682]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",transformer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.2,"[0, 1]"
