conv_layer_no,dropout_rate,output,true_val,setting,input_range
0,0.5,"[-0.9378081, -0.90446514, -0.93300366, -0.9265807, -0.87567234, -0.8857549, -1.0154651, -0.991686, -1.0278784, -1.0320406, -0.99621946, -1.0076674, -0.9969745, -0.9789879, -0.9912905, -0.9825376, -0.963097, -1.012815, -1.0173929, -1.0064292, -0.97510636, -1.0109175, -1.0234898, -1.0093489]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.8777167, -0.87267613, -0.93161935, -0.9074601, -0.91937476, -0.9178047, -1.0401967, -0.98395944, -0.97957444, -0.981072, -0.96401936, -0.9801591, -0.9780624, -0.9623728, -0.93055844, -1.0183511, -1.076266, -1.0308181, -0.9886672, -0.9355527, -1.0173824, -0.9724004, -0.995264, -0.930302]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.8927129, -0.9427335, -0.8677285, -0.937699, -0.86330086, -0.9006386, -0.99614006, -0.9815643, -1.0134202, -1.0540267, -1.0112513, -0.9659576, -1.0246928, -0.96785754, -0.9943264, -0.9927731, -1.0160729, -0.97724766, -1.0486453, -1.0125124, -0.995893, -0.99903756, -0.986606, -0.9875267]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.88777184, -0.9146001, -0.91803026, -0.9061866, -0.8345358, -0.8805036, -0.92957133, -1.0235294, -0.9653777, -0.9354927, -0.96909297, -0.97714317, -0.97120166, -0.9577818, -0.9670901, -0.9727852, -0.97124726, -0.93980587, -0.972496, -0.98493606, -0.93008155, -1.0041647, -0.93831813, -1.0073558]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.86631763, -0.88018125, -0.8892215, -0.89875686, -0.87786925, -0.9383659, -0.94486964, -0.9352417, -0.9575361, -0.95320857, -0.9427128, -0.9505541, -0.94097865, -0.987843, -0.95584226, -0.9783066, -0.9472787, -0.95110744, -0.98309124, -0.9866143, -0.9703928, -0.9503421, -0.9724568, -0.93303436]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.8985178, -0.8883637, -0.9137622, -0.8936892, -0.9532338, -0.894962, -0.93713534, -0.96108854, -1.0129834, -1.015723, -0.9569783, -0.9771347, -0.9676176, -0.9926366, -1.0046396, -0.97527117, -1.01353, -0.9702808, -0.9905642, -0.9924824, -0.99511397, -0.9868751, -1.0289615, -1.0035455]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.8901982, -0.9487778, -0.89749706, -0.87110096, -0.8876088, -0.8806156, -0.9483369, -0.9537852, -0.95109385, -1.0014353, -0.94670635, -0.9771928, -0.9728484, -0.9910709, -0.96046823, -0.9783293, -0.9205851, -0.95718473, -0.946016, -1.0012199, -0.9803904, -0.99054563, -0.98108715, -0.9876612]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.90412366, -0.88535124, -0.9103587, -0.8983368, -0.90846497, -0.9126755, -0.957229, -0.97690624, -1.0237666, -1.007453, -1.0147786, -0.9787033, -0.98981035, -1.0296737, -0.997829, -1.0232782, -1.0124968, -0.97837704, -1.0456754, -1.0177624, -1.0314791, -1.0051818, -0.9947049, -1.0320437]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.89269537, -0.91148317, -0.86785716, -0.9277573, -0.8537888, -0.8869309, -0.9490145, -0.9440348, -0.9945267, -1.0365034, -1.003425, -1.0087144, -0.9884955, -0.99164104, -0.98147905, -0.9892864, -1.0250589, -1.0064757, -0.947056, -0.9942583, -0.9746837, -0.96964633, -0.9668509, -0.95732874]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
0,0.5,"[-0.90161836, -0.89612055, -0.8508691, -0.9546744, -0.9020004, -0.8886759, -0.8888672, -0.98585033, -0.9696175, -0.97442496, -1.0044955, -0.98157865, -0.96770364, -0.97046053, -0.9356806, -0.9518368, -0.9633744, -0.9793535, -0.9564806, -0.99534166, -0.9631951, -0.9966416, -0.9499082, -0.97936887]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]",informer_ETTm1_ftS_sl96_ll48_pl24_dm512_nh8_el4_dl2_df2048_atprob_fc5_ebtimeF_dtTrue_mxTrue_test_0_mcdrop_2_rate_0.5,"[0, 1]"
