location,sigma,output,true_val
0,0,"[-0.9649935, -0.9654463, -0.99009514, -0.92090946, -1.0080683, -0.9973952, -0.8877676, -0.9332291, -0.957033, -0.9343993, -0.9432455, -0.9393223, -0.9661141, -0.96801704, -0.9782302, -0.8921242, -0.8792907, -0.89043975, -0.8734389, -0.8637968, -0.87698317, -0.8673398, -0.87301564, -0.8876045]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9758198, -0.9790108, -0.99574023, -0.94327027, -1.0153197, -1.0051035, -0.91822964, -0.9349764, -0.99034435, -0.931608, -0.9662213, -0.94935733, -0.9670002, -0.98543054, -0.99462515, -0.90178704, -0.8838444, -0.8722214, -0.90164346, -0.898099, -0.8891404, -0.88935465, -0.8968458, -0.90035933]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9687399, -0.96079654, -0.9768645, -0.9660925, -1.0240501, -1.0122974, -0.91833156, -0.96467656, -0.98733133, -0.9581235, -0.9672748, -0.9682198, -0.98391026, -0.9958048, -1.0051974, -0.9166774, -0.88400096, -0.869318, -0.902137, -0.8956013, -0.8834532, -0.8910322, -0.90202373, -0.90394485]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9721963, -0.9720958, -0.9863593, -0.9476549, -0.9709087, -1.017318, -0.9379847, -0.97059053, -0.9948378, -0.97259265, -0.9995821, -0.99635285, -0.9943833, -1.0120864, -1.0239862, -0.88801944, -0.91552824, -0.9397602, -0.91379964, -0.91857547, -0.8915397, -0.9106684, -0.9162259, -0.9201692]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9852976, -0.9854868, -0.9792705, -0.9984792, -1.0128152, -1.0173012, -0.9076733, -0.9538633, -0.9851059, -0.9570054, -0.95839053, -0.96593887, -0.9779952, -0.98551965, -0.9949836, -0.8775955, -0.89389753, -0.9060236, -0.8974226, -0.8917063, -0.89141065, -0.89954627, -0.8889479, -0.89191586]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.96137065, -0.95350784, -0.9794989, -0.9640175, -1.0090921, -1.003324, -0.90162164, -0.94469476, -0.9638236, -0.9702651, -0.96834713, -0.9640013, -0.96965116, -0.9872537, -0.9930147, -0.86890364, -0.8816418, -0.9356314, -0.878452, -0.8758832, -0.8178478, -0.87942946, -0.8796155, -0.8820346]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.96990824, -0.9614316, -0.98735535, -0.94154257, -1.019938, -1.0318961, -0.928761, -0.9636242, -1.009821, -0.96373564, -0.9883414, -0.9866417, -0.999669, -1.0151569, -1.0270686, -0.9162859, -0.9313125, -0.94026154, -0.9210811, -0.9156229, -0.91110677, -0.9075407, -0.9122263, -0.91571593]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9773666, -0.98656404, -1.0013025, -0.94627714, -1.0177885, -1.0322778, -0.9169061, -0.9526863, -0.97971725, -0.9541587, -0.96105564, -0.9756927, -0.9843948, -0.99100983, -1.000079, -0.90550655, -0.8917418, -0.9105629, -0.893365, -0.88043666, -0.8665244, -0.8801334, -0.8919054, -0.90424746]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.978925, -0.97987336, -0.98654443, -1.1250823, -1.0130324, -1.012417, -0.90346664, -0.9381013, -0.9681514, -0.94298464, -0.95765805, -0.9645805, -0.98125213, -0.9835548, -0.9927502, -0.89095277, -0.90242535, -0.9162854, -0.90880585, -0.8985354, -0.8382661, -0.89621335, -0.89931977, -0.90114427]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.9718872, -0.9609878, -0.9701565, -0.986862, -1.0182946, -1.0104481, -0.9156054, -0.9455922, -0.95986354, -0.9415907, -0.97300804, -0.97164494, -0.9867099, -0.98926526, -1.0007342, -0.8939741, -0.8977773, -0.93160033, -0.8901003, -0.9156686, -0.8862939, -0.90279824, -0.8967347, -0.9005186]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
0,0,"[-0.96400076, -0.9702012, -0.9800735, -0.96063447, -1.00907, -1.0195343, -0.91275156, -0.9229478, -0.97042435, -0.9366766, -0.94075555, -0.96076304, -0.97816306, -0.9825209, -0.9928434, -0.8861108, -0.88440865, -0.936658, -0.8991183, -0.8802043, -0.8891828, -0.87498134, -0.8933352, -0.90755945]","[-0.86230457, -0.8853068, -0.8853068, -0.89293784, -0.8699356, -0.83156234, -0.86230457, -0.8239312, -0.83156234, -0.8085601, -0.8239312, -0.83156234, -0.8775667, -0.8775667, -0.9159401, -0.9313112, -0.9159401, -0.89293784, -0.8853068, -0.8775667, -0.89293784, -0.89293784, -0.9159401, -0.9235711]"
